record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:catalogue.data.gov.bc.ca:aquatic-ecosystems-watershed-condition-data-south-coast-sbot,gemini-3.1-flash-lite,True,,none,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,The record describes a dataset used to map the condition of freshwater aquatic ecosystems in the South Coast Region.,785,116,
oai:open.canada.ca:7de62132-ed6c-424d-8dbe-437396456031,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,no,dataset,french,"The record describes a dataset of historical land boundaries and infrastructure related to forestry management, which is categorized as land and boundaries.",1076,117,
oai:geohub.lio.gov.on.ca:93c208715ca942e7ad1a64add7dc4a65,gemini-3.1-flash-lite,True,fish; carp; koi,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record describes a dataset regarding the management of fish pathogens and diseases within specific zones.,874,129,
oai:data.calgary.ca:k4pr-cznc,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record is about human demographic and census data, which does not concern living organisms in an ecological or biological context.",1219,114,
oai:catalogue.cioos.ca:ca-cioos_6ed15f6a-1980-4156-8655-30ca2680328c,gemini-3.1-flash-lite,True,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes the deployment of Slocum gliders to collect physical, chemical, and biological ocean data, but focuses on the monitoring of the physical environment.",845,125,
oai:borealisdata.ca:375928_200569,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a georeferenced topographic map which depicts physical and man-made features but does not focus on living organisms or ecological conservation.,1103,122,
oai:https-zenodo.org:10.5281/zenodo.13343344,gemini-3.1-flash-lite,True,Andean bear; Ursidae; Tremarctos ornatus,species,organisms,not_applicable,not_applicable,dataset,english,The record provides datasets related to the tree selectivity and scent-marking behavior of the Andean bear (Tremarctos ornatus).,990,141,
oai:open.canada.ca:d7a10e3a-672d-41d2-aea1-ab6fe5c5e344,gemini-3.1-flash-lite,True,Deer; espèces ligneuses,group,organisms,not_applicable,not_applicable,dataset,french,The record describes a survey method for assessing deer browse pressure on woody plant species in forest ecosystems.,881,125,
oai:datadryad.org:doi:10.5061/dryad.75t05,gemini-3.1-flash-lite,True,birds,group,organisms,not_applicable,not_applicable,dataset,english,"The record is a dataset about testis asymmetry in birds, focusing on biological traits and evolutionary factors.",1067,112,
oai:datadryad.org:doi:10.5061/dryad.79cnp5hvs,gemini-3.1-flash-lite,True,animal; bird,group,organisms,not_applicable,not_applicable,report,english,"The record describes a study on animal behaviour, specifically flash displays and escape distances in birds, which concerns the organisms themselves.",973,128,
oai:datadryad.org:doi:10.5061/dryad.d51c5b087,gemini-3.1-flash-lite,True,phytoplankton; microbes,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,The record provides data on the chemical photodegradation of cobalamin in seawater and its implications for microbial communities and phytoplankton growth.,969,138,
oai:open.canada.ca:6fb83322-8558-4f88-a438-a3d940777371,gemini-3.1-flash-lite,True,mammifères; populations animales,group,organisms,not_applicable,not_applicable,dataset,french,The record describes a dataset of mammal occupancy data collected via motion-sensor cameras to analyze population trends and distribution.,872,128,
oai:data.winnipeg.ca:rmsh-97k4,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record describes a dataset regarding urban parking infrastructure and payment systems, which does not involve living organisms or ecosystems.",776,113,
oai:catalogue.data.gov.bc.ca:forest-tenure-timber-use-interim-spatial-layer,gemini-3.1-flash-lite,True,forest,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record describes a spatial dataset regarding forest tenure and timber use permits, which is an administrative aspect of forestry rather than a study of the organisms themselves.",1105,132,
oai:open.canada.ca:2da4bc78-004a-51b4-a82f-1ded40f939a2,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes seismic and magnetotelluric data collected for the LITHOPROBE project, which is a geophysical study of the Earth's crust.",847,125,
oai:data.ontario.ca:summer-jobs-service-employer-data,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record contains administrative data about employers and student hiring for a summer job service.,790,107,
oai:datastream.org:https://datastream.org/en-ca/dataset/860b953d-099d-48df-812d-3c719c341350,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes water quality data collection using test kits and probes, which are physical and chemical measurements without mention of specific living organisms.",764,119,
oai:opendata.gov.nt.ca:regenerating-stand-inventory-rsi,gemini-3.1-flash-lite,True,trees,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record describes a dataset containing forest inventory data including tree species composition and stocking levels used for forest management.,906,123,
oai:open.canada.ca:e038d20b-909f-4e00-d1c2-336d0dccfd17,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,"The record describes intergovernmental agreements and memorandums of understanding, which are administrative documents.",767,109,
oai:abacus.library.ubc.ca-dataverse-statcan-public:108018,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,"The record describes a social survey regarding child care arrangements and labour market participation, which does not concern living organisms in a biological or ecological context.",877,119,
oai:catalogue.data.gov.bc.ca:2013-financial-economic-rev-interprovincial-comparison-of-credit-ratings-july-2012-tbl-2-12,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is a financial and economic report regarding credit ratings and government budget statistics.,842,107,
oai:borealisdata.ca-dataverse-montreal:287660_281357_281358,gemini-3.1-flash-lite,True,Fishes; Poissons,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,The record provides environmental and fish data for a large number of lakes as part of an ecosystem assessment project.,1375,132,
oai:datadryad.org:doi:10.5061/dryad.tx95x69w7,gemini-3.1-flash-lite,True,Atlantic cod; Gadus morhua; cod,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a genetic study of Atlantic cod populations and their spatial dynamics.,998,128,
oai:datadryad.org:doi:10.5061/dryad.fttdz08qb,gemini-3.1-flash-lite,True,Shrubs; Bromus rubens; Bromus madritensis ssp. rubens; B. rubens; native annual species; exotic annual species; Larrea tridentata,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the interactions between specific plant species and shrubs along an aridity gradient.,1156,173,
oai:datadryad.org:doi:10.5061/dryad.p33nq17,gemini-3.1-flash-lite,True,host; parasites,group,organisms,not_applicable,not_applicable,dataset,english,"The record is a dataset about host-parasite interactions and community dynamics, focusing on the biological traits of these groups.",1092,129,
oai:data.edmonton.ca:hqva-v727,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a dataset of hydrographic features like rivers and lakes, which are physical environment components.",783,113,
oai:open.alberta.ca:gda-dig_2015_0011,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a hydrostratigraphic model and geological dataset concerning sandstone distribution and groundwater flow, with no mention of living organisms.",1020,118,
oai:open.canada.ca:13b5533b-46e9-4dba-b820-5cb8019469cc,gemini-3.1-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,The record provides statistical data on physician headcounts and payment models within the Alberta health insurance system.,838,112,
oai:borealisdata.ca-dataverse-uvic:714124_693962_757509,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record is a historical hydrographic and cadastral map focusing on geographical features, land districts, and administrative reserves.",1110,116,
oai:data.ontario.ca:information-and-communication-technology-ict-sector-database-for-ontario,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record describes a database concerning the Information and Communication Technology sector, focusing on economic indicators like employment, GDP, and trade.",923,116,
oai:catalogue.data.gov.bc.ca:forest-visual-quality-data-howe-sound-cumulative-effects,gemini-3.1-flash-lite,True,Forest,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides spatial data regarding forest visual quality indicators for a cumulative effects project, which relates to forestry management rather than the biological study of the organisms themselves.",817,127,
oai:https-zenodo.org:10.5281/zenodo.13645316,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a machine learning model and dataset for determining the age of stars, which are not living organisms.",930,115,
oai:opendata-strathconacounty.hub.arcgis.com:054830a6bc9c4e54a5b30a59d49ee4fc,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes an orthophoto, which is a type of aerial imagery used for mapping and land representation, with no mention of living organisms or ecological purposes.",740,125,
oai:catalogue-saintjohn.opendata.arcgis.com:625fac9c71c34b0db955447fcc137f60,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record describes a mobile application for public parking management and does not mention any living organisms or ecological topics.,745,112,
oai:open.canada.ca:6cfce851-6ef8-4491-b968-0b83cc57e268,gemini-3.1-flash-lite,True,fishes,group,organisms,not_applicable,not_applicable,dataset,french,The record describes environmental DNA metabarcoding data collected to monitor fish assemblages in tributary streams.,1022,118,
oai:open.canada.ca:6bac5dab-8c85-4c24-9216-9ae6b98956cc,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record provides a distance matrix between municipalities for transportation purposes and does not mention living organisms.,746,109,
oai:open.canada.ca:76f0b710-4a35-42b0-8696-76cfc43f5a27,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes bathymetric data and GIS boundary files for a lake, which are physical environment measurements.",905,114,
