record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:datadryad.org:doi:10.5061/dryad.7st32,gemini-3.5-flash-lite,True,plant; pollinator; plants; pollinators; dipterans,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about plant and pollinator networks and their structural properties.,1030,140,
oai:geohub.lio.gov.on.ca:c7c4c947727e41c4ac3d567b9413320c,gemini-3.5-flash-lite,True,plants; Dry Tallgrass Prairie; White Cedar/Goldthread Sphagnum Swamp; Cottonwood Treed Dune,group,organisms,not_applicable,not_applicable,dataset,english,The record is a planned dataset concerning plant communities and vegetation types with a focus on their observation and distribution.,1016,150,
oai:open.canada.ca:288b06d4-b927-41f4-9eac-a15614db07ef,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about an electromagnetic survey which is a physical environment measurement with no living things mentioned.,769,112,
oai:open.canada.ca:4bc13aa2-80c9-441b-8f46-0b9574109b93,gemini-3.5-flash-lite,True,grizzly bear,species,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides a dataset summarizing known human-caused grizzly bear mortalities from an inspection database, relating to resource management and population units without focusing on biological ecology.",792,137,
oai:open.moncton.ca:93b12fc9b5e74fd4b394b6bbdde82d39,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,The record contains recommendations from a city council meeting and does not concern living organisms.,743,107,
oai:open.canada.ca:033ac0b8-653c-43b2-a843-171fa1c9ace4,gemini-3.5-flash-lite,True,végétation,group,land_and_boundaries,not_applicable,yes,dataset,french,"The record provides vegetation satellite imagery data for ecosystem and climate monitoring, stating an ecological purpose for land cover data.",945,124,
oai:catalogue.data.gov.bc.ca:aquatic-ecosystems-watershed-condition-data-south-coast-sbot,gemini-3.5-flash-lite,True,freshwater Aquatic Ecosystems,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,The record provides data and indicator maps displaying the condition of freshwater aquatic ecosystems and watersheds in the South Coast Region.,785,130,
oai:open.canada.ca:7de62132-ed6c-424d-8dbe-437396456031,gemini-3.5-flash-lite,True,réserves forestières; forêts,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record contains datasets related to historical forestry administration features, boundaries, and infrastructure in Alberta rather than the biological study of specific organisms.",1076,137,
oai:geohub.lio.gov.on.ca:93c208715ca942e7ad1a64add7dc4a65,gemini-3.5-flash-lite,True,fish; carp,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a dataset about management zones for fish pathogens and fishing regulations, which falls under fisheries management rather than biology or organism ecology.",874,134,
oai:data.calgary.ca:k4pr-cznc,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record provides federal census population and demographic data by ward without focusing on living organisms, ecosystems, or ecological boundaries.",1219,114,
oai:catalogue.cioos.ca:ca-cioos_6ed15f6a-1980-4156-8655-30ca2680328c,gemini-3.5-flash-lite,True,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes ocean monitoring using Slocum gliders collecting physical, chemical, and biological ocean data, making physical environment the primary topic.",845,121,
oai:borealisdata.ca:375928_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,This record is a georeferenced raster image of a historical topographic map showing geographic and man-made features without an ecological purpose.,1103,120,
oai:https-zenodo.org:10.5281/zenodo.13343344,gemini-3.5-flash-lite,True,Andean bear; Ursidae; Tremarctos ornatus,species,organisms,not_applicable,not_applicable,dataset,english,The record provides datasets concerning the scent-marking behaviour and tree selectivity of the Andean bear (Tremarctos ornatus).,990,140,
oai:open.canada.ca:d7a10e3a-672d-41d2-aea1-ab6fe5c5e344,gemini-3.5-flash-lite,True,espèces ligneuses; herbivores,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,The record describes spring deer browse surveys conducted in forest ecosystems to evaluate browsing pressure.,881,128,
oai:datadryad.org:doi:10.5061/dryad.75t05,gemini-3.5-flash-lite,True,birds,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about testis asymmetry across bird species and is categorized under organisms.,1067,116,
oai:datadryad.org:doi:10.5061/dryad.79cnp5hvs,gemini-3.5-flash-lite,True,bird,group,organisms,not_applicable,not_applicable,report,english,The record studies the anti-predation benefits of flash displays and flight initiation distances in animal prey and bird species.,973,122,
oai:datadryad.org:doi:10.5061/dryad.d51c5b087,gemini-3.5-flash-lite,True,phytoplankton; microbes,group,organisms,not_applicable,not_applicable,dataset,english,The dataset focuses on marine cobalamin dynamics and its role in phytoplankton and microbial communities.,969,125,
oai:open.canada.ca:6fb83322-8558-4f88-a438-a3d940777371,gemini-3.5-flash-lite,True,mammifères; espèces; populations animales,group,organisms,not_applicable,not_applicable,dataset,french,The record describes camera trap data collected in Yoho National Park to monitor and assess mammal populations and species occupancy.,872,133,
oai:data.winnipeg.ca:rmsh-97k4,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is an administrative dataset representing on-street paid parking allocations and restrictions with no living subjects.,776,111,
oai:catalogue.data.gov.bc.ca:forest-tenure-timber-use-interim-spatial-layer,gemini-3.5-flash-lite,True,forest,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is about forest tenure and timber use spatial data, which falls under forestry management administration rather than the organisms themselves.",1105,126,
oai:open.canada.ca:2da4bc78-004a-51b4-a82f-1ded40f939a2,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is about seismic and magnetotelluric data from the LITHOPROBE project without mentioning living things or ecosystems.,847,119,
oai:data.ontario.ca:summer-jobs-service-employer-data,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record provides employer information and student hire counts for the Summer Jobs Service, which is an administrative employment dataset.",790,113,
oai:datastream.org:https://datastream.org/en-ca/dataset/860b953d-099d-48df-812d-3c719c341350,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record is about water quality data collected using a test kit, which represents physical and chemical measurements without any living subjects mentioned.",764,118,
oai:opendata.gov.nt.ca:regenerating-stand-inventory-rsi,gemini-3.5-flash-lite,True,trees,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,"The record is a spatial dataset concerning forest regeneration, tree species composition, and stocking in disturbed stands used in forest management.",906,126,
oai:open.canada.ca:e038d20b-909f-4e00-d1c2-336d0dccfd17,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,"The record is about intergovernmental agreements and government policies, making it an administrative document without living things.",767,111,
oai:abacus.library.ubc.ca-dataverse-statcan-public:108018,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record describes a survey on early learning and child care arrangements for children and contains no living organisms, habitats, or ecological subjects.",877,117,
oai:catalogue.data.gov.bc.ca:2013-financial-economic-rev-interprovincial-comparison-of-credit-ratings-july-2012-tbl-2-12,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about interprovincial financial credit ratings and contains no living subjects.,842,107,
oai:borealisdata.ca-dataverse-montreal:287660_281357_281358,gemini-3.5-flash-lite,True,Fishes; Poissons,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,"The record provides a dataset of environmental variables and fish data across 624 lakes, focusing primarily on lake ecosystems and water quality.",1375,138,
oai:datadryad.org:doi:10.5061/dryad.tx95x69w7,gemini-3.5-flash-lite,True,Atlantic cod; Gadus morhua,species,organisms,not_applicable,not_applicable,dataset,english,"The record investigates the genetics, life-stage-dependent haplotypes, and population structure of Atlantic cod (Gadus morhua).",998,134,
oai:datadryad.org:doi:10.5061/dryad.fttdz08qb,gemini-3.5-flash-lite,True,Shrubs; Bromus rubens; Bromus madritensis ssp. rubens; B. rubens; Larrea tridentata; native annual species; exotic annual species; all annual species,species,organisms,not_applicable,not_applicable,dataset,english,The record is a research dataset studying positive interactions and associations between specific plant species and shrubs along an aridity gradient.,1156,183,
oai:datadryad.org:doi:10.5061/dryad.p33nq17,gemini-3.5-flash-lite,True,host species; host; parasite,group,organisms,not_applicable,not_applicable,dataset,english,"The record contains data related to host traits, parasites, and community dynamics among species, making it a dataset primarily concerning organisms.",1092,136,
oai:data.edmonton.ca:hqva-v727,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record provides a map view of hydrographic features such as rivers and lakes with no mention of living things.,783,115,
oai:open.alberta.ca:gda-dig_2015_0011,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record provides a hydrostratigraphic GIS dataset for a geological formation and contains no living subjects.,1020,112,
oai:open.canada.ca:13b5533b-46e9-4dba-b820-5cb8019469cc,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,"The record provides statistical tables regarding physician headcounts and healthcare payment plans, falling under human health and not concerning living organisms or ecosystems.",838,119,
oai:borealisdata.ca-dataverse-uvic:714124_693962_757509,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record is a historical hydrographic map showing geography, soundings, and land features without any ecological purpose or living subjects.",1110,118,
oai:data.ontario.ca:information-and-communication-technology-ict-sector-database-for-ontario,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record is an economic and business database tracking the Information and Communication Technology sector in Ontario with no mention of living things.,923,115,
oai:catalogue.data.gov.bc.ca:forest-visual-quality-data-howe-sound-cumulative-effects,gemini-3.5-flash-lite,True,Forest,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a dataset providing spatial indicator maps and conditions for forest visual quality as part of a cumulative effects project, relating to forestry management resources without focusing directly on the organisms themselves.",817,132,
